Data Source,TIMEFRAME (DD/MM/YYYY),Volumetric Flow Meter 1,Volumetric Flow Meter 2,Pump Speed (RPM),Pump Torque ,Ambient Temperature,Horse Power,Pump Efficiency,PUMP FAILURE (1 or 0)
Rolling Stdev (30 Minute),9/12/2014 21:01,0.94,0.96,3.37,9.54,1.10,0.24,1.69,0
Rolling Stdev (30 Minute),9/12/2014 21:02,0.94,0.96,3.36,6.17,1.13,0.19,1.71,0
Rolling Stdev (30 Minute),9/12/2014 21:03,0.91,0.93,3.36,6.34,1.10,0.19,1.65,0
Rolling Stdev (30 Minute),9/12/2014 21:04,0.91,0.92,3.44,6.15,1.11,0.19,1.65,0
Rolling Stdev (30 Minute),9/12/2014 21:05,0.92,0.91,3.54,6.30,1.07,0.21,1.66,0
Rolling Stdev (30 Minute),9/12/2014 21:06,0.91,0.87,3.55,6.23,1.11,0.20,1.66,0
Rolling Stdev (30 Minute),9/12/2014 21:07,0.95,0.85,3.58,6.01,1.14,0.21,1.73,0
Rolling Stdev (30 Minute),9/12/2014 21:08,0.95,0.87,3.71,5.93,1.14,0.21,1.74,0
Rolling Stdev (30 Minute),9/12/2014 21:09,0.94,0.86,3.64,5.96,1.14,0.21,1.70,0
Rolling Stdev (30 Minute),9/12/2014 21:10,0.97,0.85,3.60,5.69,1.11,0.21,1.77,0
Rolling Stdev (30 Minute),9/12/2014 21:11,0.94,0.86,3.44,5.94,1.07,0.21,1.71,0
Rolling Stdev (30 Minute),9/12/2014 21:12,0.90,0.86,3.42,6.11,1.11,0.21,1.64,0
Rolling Stdev (30 Minute),9/12/2014 21:13,0.88,0.88,3.39,6.29,1.11,0.21,1.60,0
Rolling Stdev (30 Minute),9/12/2014 21:14,0.86,0.88,3.39,6.20,1.07,0.21,1.57,0
Rolling Stdev (30 Minute),9/12/2014 21:15,0.88,0.89,3.36,6.08,1.04,0.21,1.59,0
Rolling Stdev (30 Minute),9/12/2014 21:16,0.91,1.05,3.32,6.30,1.07,0.21,1.65,0
Rolling Stdev (30 Minute),9/12/2014 21:17,1.07,1.20,3.32,6.64,1.58,0.22,2.00,0
Rolling Stdev (30 Minute),9/12/2014 21:18,1.10,1.27,3.43,9.72,1.56,0.28,2.15,0
Rolling Stdev (30 Minute),9/12/2014 21:19,1.13,1.34,4.95,10.12,1.56,0.34,2.31,0
Rolling Stdev (30 Minute),9/12/2014 21:20,1.15,1.39,5.93,10.37,1.69,0.39,2.47,0
Rolling Stdev (30 Minute),9/12/2014 21:21,1.16,1.34,5.92,10.44,1.69,0.39,2.49,0
Rolling Stdev (30 Minute),9/12/2014 21:22,1.16,1.42,5.94,13.15,2.22,0.42,2.69,0
Rolling Stdev (30 Minute),9/12/2014 21:23,1.14,1.46,6.04,14.86,2.22,0.46,2.75,0
Rolling Stdev (30 Minute),9/12/2014 21:24,1.15,1.42,6.64,14.77,2.23,0.48,2.72,0
Rolling Stdev (30 Minute),9/12/2014 21:25,1.18,1.44,7.22,14.81,2.53,0.50,2.76,0
Rolling Stdev (30 Minute),9/12/2014 21:26,1.21,1.44,7.50,16.08,2.48,0.53,2.76,0
Rolling Stdev (30 Minute),9/12/2014 21:27,1.22,1.40,7.51,16.46,2.51,0.54,2.76,0
Rolling Stdev (30 Minute),9/12/2014 21:28,1.21,1.39,7.50,17.53,2.75,0.55,2.81,0
Rolling Stdev (30 Minute),9/12/2014 21:29,1.18,1.40,7.56,17.41,2.86,0.55,2.77,0
Rolling Stdev (30 Minute),9/12/2014 21:30,1.16,1.39,7.65,17.26,3.05,0.56,2.73,0
Rolling Stdev (30 Minute),9/12/2014 21:31,1.23,1.39,7.63,16.98,3.13,0.55,2.73,0
Rolling Stdev (30 Minute),9/12/2014 21:32,1.21,1.35,7.74,17.06,3.14,0.56,2.69,0
Rolling Stdev (30 Minute),9/12/2014 21:33,1.20,1.35,7.54,17.06,3.31,0.55,2.66,0
Rolling Stdev (30 Minute),9/12/2014 21:34,1.21,1.37,7.33,17.23,3.31,0.54,2.69,0
Rolling Stdev (30 Minute),9/12/2014 21:35,1.18,1.31,7.12,16.71,3.40,0.52,2.62,0
Rolling Stdev (30 Minute),9/12/2014 21:36,1.23,1.27,7.09,16.29,3.36,0.51,2.62,0
Rolling Stdev (30 Minute),9/12/2014 21:37,1.21,1.27,7.16,16.16,3.27,0.51,2.58,0
Rolling Stdev (30 Minute),9/12/2014 21:38,1.15,1.22,7.33,15.87,3.23,0.51,2.54,0
Rolling Stdev (30 Minute),9/12/2014 21:39,1.13,1.21,7.20,15.56,3.18,0.49,2.50,0
Rolling Stdev (30 Minute),9/12/2014 21:40,1.07,1.26,6.89,15.00,3.13,0.46,2.42,0
Rolling Stdev (30 Minute),9/12/2014 21:41,1.08,1.27,6.82,14.98,3.13,0.45,2.45,0
Rolling Stdev (30 Minute),9/12/2014 21:42,1.09,1.23,7.03,14.03,3.12,0.44,2.46,0
Rolling Stdev (30 Minute),9/12/2014 21:43,1.07,1.28,6.82,12.83,3.17,0.40,2.44,0
Rolling Stdev (30 Minute),9/12/2014 21:44,1.01,1.18,6.82,12.58,3.12,0.37,2.32,0
Rolling Stdev (30 Minute),9/12/2014 21:45,0.94,1.18,6.58,11.58,3.17,0.32,2.13,0
Rolling Stdev (30 Minute),9/12/2014 21:46,1.01,1.17,6.47,11.09,3.16,0.29,2.13,0
Rolling Stdev (30 Minute),9/12/2014 21:47,0.97,1.18,6.55,10.71,3.18,0.28,2.15,0
Rolling Stdev (30 Minute),9/12/2014 21:48,1.01,1.18,6.52,11.24,3.30,0.28,2.14,0
Rolling Stdev (30 Minute),9/12/2014 21:49,1.01,1.21,6.41,11.53,3.35,0.28,2.20,0
Rolling Stdev (30 Minute),9/12/2014 21:50,1.05,1.19,6.37,11.31,3.47,0.28,2.17,0
Rolling Stdev (30 Minute),9/12/2014 21:51,1.09,1.23,6.25,11.35,3.53,0.27,2.23,0
Rolling Stdev (30 Minute),9/12/2014 21:52,1.10,1.18,6.36,11.26,3.44,0.30,2.15,0
Rolling Stdev (30 Minute),9/12/2014 21:53,1.11,1.17,6.41,11.30,3.41,0.30,2.13,0
Rolling Stdev (30 Minute),9/12/2014 21:54,1.11,1.16,6.31,11.49,3.52,0.31,2.12,0
Rolling Stdev (30 Minute),9/12/2014 21:55,1.11,1.21,6.16,11.18,3.50,0.31,2.20,0
Rolling Stdev (30 Minute),9/12/2014 21:56,1.13,1.21,6.18,10.94,3.50,0.30,2.20,0
Rolling Stdev (30 Minute),9/12/2014 21:57,1.17,1.21,6.19,11.09,3.63,0.31,2.20,0
Rolling Stdev (30 Minute),9/12/2014 21:58,1.15,1.20,6.20,11.00,3.63,0.31,2.18,0
Rolling Stdev (30 Minute),9/12/2014 21:59,1.14,1.21,6.48,11.60,3.63,0.34,2.20,0
Rolling Stdev (30 Minute),9/12/2014 22:00,1.16,1.20,6.48,11.70,3.59,0.34,2.19,0
Rolling Stdev (30 Minute),9/12/2014 22:01,1.17,1.18,6.38,11.46,3.60,0.32,2.14,0
Rolling Stdev (30 Minute),9/12/2014 22:02,1.18,1.18,6.37,11.53,3.69,0.33,2.15,0
Rolling Stdev (30 Minute),9/12/2014 22:03,1.20,1.19,6.33,11.34,3.54,0.32,2.15,0
Rolling Stdev (30 Minute),9/12/2014 22:04,1.19,1.22,6.40,11.69,3.51,0.33,2.21,0
Rolling Stdev (30 Minute),9/12/2014 22:05,1.20,1.22,6.63,11.29,3.40,0.34,2.22,0
Rolling Stdev (30 Minute),9/12/2014 22:06,1.19,1.21,6.70,11.13,3.32,0.34,2.20,0
Rolling Stdev (30 Minute),9/12/2014 22:07,1.19,1.19,6.65,11.24,3.29,0.35,2.16,0
Rolling Stdev (30 Minute),9/12/2014 22:08,1.21,1.15,6.56,11.23,3.29,0.36,2.08,0
Rolling Stdev (30 Minute),9/12/2014 22:09,1.23,1.16,6.62,11.74,3.42,0.35,2.11,0
Rolling Stdev (30 Minute),9/12/2014 22:10,1.25,1.15,6.72,11.68,3.40,0.36,2.09,0
Rolling Stdev (30 Minute),9/12/2014 22:11,1.24,1.16,6.66,11.81,3.36,0.35,2.10,0
Rolling Stdev (30 Minute),9/12/2014 22:12,1.25,1.14,6.32,12.10,3.32,0.35,2.07,0
Rolling Stdev (30 Minute),9/12/2014 22:13,1.24,1.12,6.15,12.25,3.25,0.35,2.03,0
Rolling Stdev (30 Minute),9/12/2014 22:14,1.25,1.14,6.05,12.57,3.37,0.35,2.07,0
Rolling Stdev (30 Minute),9/12/2014 22:15,1.23,1.10,6.24,12.71,3.38,0.35,2.00,0
Rolling Stdev (30 Minute),9/12/2014 22:16,1.24,1.11,6.02,12.86,3.41,0.35,2.01,0
Rolling Stdev (30 Minute),9/12/2014 22:17,1.22,1.09,5.92,12.87,3.48,0.35,1.99,0
Rolling Stdev (30 Minute),9/12/2014 22:18,1.23,1.10,6.02,12.74,3.39,0.34,2.00,0
Rolling Stdev (30 Minute),9/12/2014 22:19,1.27,1.07,5.88,12.82,3.42,0.35,1.95,0
Rolling Stdev (30 Minute),9/12/2014 22:20,1.30,1.13,5.93,13.04,3.38,0.35,2.05,0
Rolling Stdev (30 Minute),9/12/2014 22:21,1.27,1.12,6.11,12.83,3.33,0.35,2.03,0
Rolling Stdev (30 Minute),9/12/2014 22:22,1.24,1.17,5.84,12.43,3.43,0.33,2.12,0
Rolling Stdev (30 Minute),9/12/2014 22:23,1.26,1.19,6.06,12.46,3.50,0.34,2.17,0
Rolling Stdev (30 Minute),9/12/2014 22:24,1.26,1.22,6.08,11.87,3.41,0.34,2.21,0
Rolling Stdev (30 Minute),9/12/2014 22:25,1.27,1.20,6.07,12.24,3.38,0.33,2.17,0
Rolling Stdev (30 Minute),9/12/2014 22:26,1.30,1.19,5.86,12.15,3.38,0.32,2.17,0
Rolling Stdev (30 Minute),9/12/2014 22:27,1.26,1.19,5.77,12.19,3.28,0.31,2.16,0
Rolling Stdev (30 Minute),9/12/2014 22:28,1.31,1.20,5.73,12.46,3.22,0.32,2.18,0
Rolling Stdev (30 Minute),9/12/2014 22:29,1.30,1.20,5.65,11.99,3.26,0.30,2.17,0
Rolling Stdev (30 Minute),9/12/2014 22:30,1.31,1.19,5.66,11.91,3.31,0.30,2.15,0
Rolling Stdev (30 Minute),9/12/2014 22:31,1.27,1.20,5.54,11.88,3.24,0.29,2.18,0
Rolling Stdev (30 Minute),9/12/2014 22:32,1.27,1.21,5.84,12.29,3.12,0.32,2.19,0
Rolling Stdev (30 Minute),9/12/2014 22:33,1.25,1.25,5.90,12.74,3.14,0.33,2.26,0
Rolling Stdev (30 Minute),9/12/2014 22:34,1.25,1.22,6.02,12.63,3.20,0.33,2.23,0
Rolling Stdev (30 Minute),9/12/2014 22:35,1.24,1.23,5.70,12.60,3.20,0.32,2.24,0
Rolling Stdev (30 Minute),9/12/2014 22:36,1.20,1.27,5.55,13.05,3.21,0.32,2.31,0
Rolling Stdev (30 Minute),9/12/2014 22:37,1.22,1.27,5.33,13.25,3.17,0.32,2.31,0
Rolling Stdev (30 Minute),9/12/2014 22:38,1.20,1.28,5.50,12.86,3.16,0.31,2.33,0
Rolling Stdev (30 Minute),9/12/2014 22:39,1.20,1.26,5.82,12.49,3.10,0.31,2.30,0
Rolling Stdev (30 Minute),9/12/2014 22:40,1.19,1.23,5.82,12.92,3.06,0.31,2.24,0
Rolling Stdev (30 Minute),9/12/2014 22:41,1.22,1.21,5.75,12.83,3.14,0.32,2.20,0
Rolling Stdev (30 Minute),9/12/2014 22:42,1.22,1.21,5.82,12.50,3.18,0.32,2.20,0
Rolling Stdev (30 Minute),9/12/2014 22:43,1.24,1.21,5.92,12.69,3.21,0.33,2.20,0
Rolling Stdev (30 Minute),9/12/2014 22:44,1.24,1.19,5.95,12.34,3.16,0.33,2.16,0
Rolling Stdev (30 Minute),9/12/2014 22:45,1.30,1.19,5.73,12.16,3.11,0.33,2.16,0
Rolling Stdev (30 Minute),9/12/2014 22:46,1.26,1.19,5.74,11.99,2.99,0.33,2.17,0
Rolling Stdev (30 Minute),9/12/2014 22:47,1.29,1.21,5.81,12.54,2.80,0.33,2.20,0
Rolling Stdev (30 Minute),9/12/2014 22:48,1.29,1.23,6.01,12.44,2.82,0.34,2.23,0
Rolling Stdev (30 Minute),9/12/2014 22:49,1.27,1.25,5.99,12.51,2.73,0.34,2.28,0
Rolling Stdev (30 Minute),9/12/2014 22:50,1.25,1.19,6.09,12.61,2.67,0.36,2.15,0
Rolling Stdev (30 Minute),9/12/2014 22:51,1.25,1.18,5.89,12.78,2.56,0.35,2.14,0
Rolling Stdev (30 Minute),9/12/2014 22:52,1.25,1.16,5.93,13.17,2.57,0.36,2.11,0
Rolling Stdev (30 Minute),9/12/2014 22:53,1.24,1.15,5.80,12.95,2.61,0.34,2.10,0
Rolling Stdev (30 Minute),9/12/2014 22:54,1.25,1.11,5.93,13.14,2.66,0.35,2.02,0
Rolling Stdev (30 Minute),9/12/2014 22:55,1.24,1.11,6.12,12.85,2.62,0.37,2.01,0
Rolling Stdev (30 Minute),9/12/2014 22:56,1.22,1.10,6.29,13.30,2.62,0.39,2.01,0
Rolling Stdev (30 Minute),9/12/2014 22:57,1.26,1.17,6.29,13.28,2.62,0.39,2.12,0
Rolling Stdev (30 Minute),9/12/2014 22:58,1.23,1.21,6.33,13.23,2.67,0.39,2.20,0
Rolling Stdev (30 Minute),9/12/2014 22:59,1.27,1.20,6.52,13.35,2.55,0.40,2.19,0
Rolling Stdev (30 Minute),9/12/2014 23:00,1.27,1.25,6.50,13.48,2.44,0.40,2.26,0
Rolling Stdev (30 Minute),9/12/2014 23:01,1.32,1.24,6.50,13.49,2.39,0.40,2.26,0
Rolling Stdev (30 Minute),9/12/2014 23:02,1.33,1.26,6.34,13.43,2.38,0.39,2.29,0
Rolling Stdev (30 Minute),9/12/2014 23:03,1.32,1.25,6.29,13.17,2.38,0.38,2.28,0
Rolling Stdev (30 Minute),9/12/2014 23:04,1.31,1.21,6.19,13.02,2.27,0.36,2.21,0
Rolling Stdev (30 Minute),9/12/2014 23:05,1.29,1.23,6.20,12.95,2.51,0.36,2.23,0
Rolling Stdev (30 Minute),9/12/2014 23:06,1.29,1.22,6.21,12.66,2.71,0.36,2.21,0
Rolling Stdev (30 Minute),9/12/2014 23:07,1.28,1.25,6.20,12.44,2.79,0.35,2.27,0
Rolling Stdev (30 Minute),9/12/2014 23:08,1.25,1.27,6.23,12.67,2.79,0.36,2.32,0
Rolling Stdev (30 Minute),9/12/2014 23:09,1.26,1.26,5.89,12.59,2.85,0.36,2.29,0
Rolling Stdev (30 Minute),9/12/2014 23:10,1.25,1.26,6.05,12.32,2.93,0.37,2.30,0
Rolling Stdev (30 Minute),9/12/2014 23:11,1.23,1.26,6.11,12.54,2.82,0.37,2.30,0
Rolling Stdev (30 Minute),9/12/2014 23:12,1.27,1.28,6.20,12.94,2.80,0.37,2.33,0
Rolling Stdev (30 Minute),9/12/2014 23:13,1.21,1.29,6.12,12.59,2.84,0.35,2.34,0
Rolling Stdev (30 Minute),9/12/2014 23:14,1.21,1.27,6.25,12.49,2.82,0.35,2.31,0
Rolling Stdev (30 Minute),9/12/2014 23:15,1.16,1.27,6.34,12.66,2.83,0.35,2.30,0
Rolling Stdev (30 Minute),9/12/2014 23:16,1.21,1.29,6.49,12.78,2.82,0.35,2.35,0
Rolling Stdev (30 Minute),9/12/2014 23:17,1.16,1.26,6.33,12.44,2.87,0.35,2.28,0
Rolling Stdev (30 Minute),9/12/2014 23:18,1.17,1.21,6.08,12.64,2.97,0.34,2.20,0
Rolling Stdev (30 Minute),9/12/2014 23:19,1.18,1.22,6.33,12.17,2.97,0.34,2.22,0
Rolling Stdev (30 Minute),9/12/2014 23:20,1.21,1.24,6.33,12.23,2.86,0.33,2.25,0
Rolling Stdev (30 Minute),9/12/2014 23:21,1.18,1.23,6.48,12.01,2.91,0.32,2.24,0
Rolling Stdev (30 Minute),9/12/2014 23:22,1.20,1.20,6.48,11.61,2.91,0.32,2.19,0
Rolling Stdev (30 Minute),9/12/2014 23:23,1.17,1.19,6.51,11.60,2.87,0.32,2.16,0
Rolling Stdev (30 Minute),9/12/2014 23:24,1.17,1.19,6.41,11.71,2.90,0.31,2.17,0
Rolling Stdev (30 Minute),9/12/2014 23:25,1.18,1.20,6.15,11.70,2.95,0.30,2.19,0
Rolling Stdev (30 Minute),9/12/2014 23:26,1.18,1.21,5.79,11.05,2.95,0.25,2.19,0
Rolling Stdev (30 Minute),9/12/2014 23:27,1.17,1.19,5.94,11.03,3.02,0.26,2.17,0
Rolling Stdev (30 Minute),9/12/2014 23:28,1.19,1.17,6.06,10.70,2.93,0.25,2.12,0
Rolling Stdev (30 Minute),9/12/2014 23:29,1.18,1.17,5.87,10.97,2.87,0.24,2.12,0
Rolling Stdev (30 Minute),9/12/2014 23:30,1.13,1.15,5.89,10.97,2.84,0.24,2.09,0
Rolling Stdev (30 Minute),9/12/2014 23:31,1.06,1.18,6.10,11.59,3.07,0.24,2.14,0
Rolling Stdev (30 Minute),9/12/2014 23:32,1.03,1.17,6.16,11.37,3.21,0.23,2.12,0
Rolling Stdev (30 Minute),9/12/2014 23:33,1.07,1.12,6.40,11.34,3.07,0.23,2.04,0
Rolling Stdev (30 Minute),9/12/2014 23:34,1.04,1.13,6.31,11.14,3.04,0.24,2.06,0
Rolling Stdev (30 Minute),9/12/2014 23:35,1.07,1.09,6.33,11.33,2.97,0.25,1.98,0
Rolling Stdev (30 Minute),9/12/2014 23:36,1.07,1.09,6.32,11.55,2.94,0.25,1.98,0
Rolling Stdev (30 Minute),9/12/2014 23:37,1.07,1.06,6.33,11.67,2.82,0.25,1.93,0
Rolling Stdev (30 Minute),9/12/2014 23:38,1.07,1.07,6.40,11.42,2.85,0.26,1.94,0
Rolling Stdev (30 Minute),9/12/2014 23:39,1.06,1.11,6.60,11.55,2.73,0.27,2.02,0
Rolling Stdev (30 Minute),9/12/2014 23:40,1.11,1.10,6.48,11.45,2.72,0.26,1.99,0
Rolling Stdev (30 Minute),9/12/2014 23:41,1.11,1.10,6.31,11.42,2.88,0.26,2.00,0
Rolling Stdev (30 Minute),9/12/2014 23:42,1.07,1.09,6.27,11.35,2.88,0.28,1.99,0
Rolling Stdev (30 Minute),9/12/2014 23:43,1.07,1.10,6.39,11.34,2.95,0.28,2.01,0
Rolling Stdev (30 Minute),9/12/2014 23:44,1.10,1.11,6.39,11.70,2.94,0.29,2.01,0
Rolling Stdev (30 Minute),9/12/2014 23:45,1.14,1.11,6.55,11.69,3.16,0.31,2.01,0
Rolling Stdev (30 Minute),9/12/2014 23:46,1.08,1.05,6.55,12.02,3.34,0.31,1.92,0
Rolling Stdev (30 Minute),9/12/2014 23:47,1.08,1.10,6.57,11.91,3.35,0.31,2.00,0
Rolling Stdev (30 Minute),9/12/2014 23:48,1.07,1.08,6.70,11.66,3.33,0.32,1.97,0
Rolling Stdev (30 Minute),9/12/2014 23:49,1.06,1.12,6.46,11.66,3.33,0.31,2.04,0
Rolling Stdev (30 Minute),9/12/2014 23:50,1.06,1.11,6.46,11.84,3.35,0.34,2.01,0
Rolling Stdev (30 Minute),9/12/2014 23:51,1.07,1.12,6.40,11.76,3.33,0.34,2.04,0
Rolling Stdev (30 Minute),9/12/2014 23:52,1.03,1.12,6.37,11.71,3.36,0.34,2.04,0
Rolling Stdev (30 Minute),9/12/2014 23:53,1.03,1.13,6.21,12.05,3.42,0.34,2.06,0
Rolling Stdev (30 Minute),9/12/2014 23:54,1.03,1.15,6.35,11.93,3.41,0.35,2.08,0
Rolling Stdev (30 Minute),9/12/2014 23:55,1.01,1.14,6.40,11.95,3.29,0.35,2.07,0
Rolling Stdev (30 Minute),9/12/2014 23:56,1.01,1.14,6.50,12.37,3.41,0.36,2.07,0
Rolling Stdev (30 Minute),9/12/2014 23:57,1.04,1.13,6.50,12.59,3.34,0.36,2.05,0
Rolling Stdev (30 Minute),9/12/2014 23:58,1.00,1.12,6.41,12.70,3.26,0.36,2.05,0
Rolling Stdev (30 Minute),9/12/2014 23:59,0.97,1.12,6.34,12.35,3.18,0.36,2.03,0
Rolling Stdev (30 Minute),10/12/2014 0:00,1.04,1.11,6.36,12.23,3.10,0.36,2.02,0
Rolling Stdev (30 Minute),10/12/2014 0:01,1.04,1.06,6.26,12.23,3.10,0.36,1.93,0
Rolling Stdev (30 Minute),10/12/2014 0:02,1.03,1.06,6.17,12.59,3.10,0.36,1.93,0
Rolling Stdev (30 Minute),10/12/2014 0:03,0.99,1.06,6.13,12.45,3.17,0.37,1.93,0
Rolling Stdev (30 Minute),10/12/2014 0:04,1.06,1.11,6.00,12.44,3.17,0.36,2.01,0
Rolling Stdev (30 Minute),10/12/2014 0:05,1.01,1.12,6.07,12.78,3.27,0.37,2.04,0
Rolling Stdev (30 Minute),10/12/2014 0:06,1.01,1.13,6.37,12.39,3.30,0.37,2.05,0
Rolling Stdev (30 Minute),10/12/2014 0:07,1.04,1.17,6.49,12.19,3.25,0.37,2.12,0
Rolling Stdev (30 Minute),10/12/2014 0:08,1.05,1.13,6.34,11.92,3.25,0.35,2.05,0
Rolling Stdev (30 Minute),10/12/2014 0:09,1.05,1.11,6.29,12.28,3.18,0.36,2.01,0
Rolling Stdev (30 Minute),10/12/2014 0:10,1.01,1.11,6.42,12.28,3.31,0.36,2.02,0
Rolling Stdev (30 Minute),10/12/2014 0:11,1.06,1.13,6.69,12.21,3.36,0.36,2.06,0
Rolling Stdev (30 Minute),10/12/2014 0:12,1.06,1.11,6.73,12.09,3.43,0.36,2.01,0
Rolling Stdev (30 Minute),10/12/2014 0:13,1.05,1.08,6.74,12.53,3.33,0.37,1.96,0
Rolling Stdev (30 Minute),10/12/2014 0:14,1.01,1.09,6.78,12.89,3.31,0.36,1.98,0
Rolling Stdev (30 Minute),10/12/2014 0:15,0.98,1.10,6.52,12.73,3.17,0.34,2.00,0
Rolling Stdev (30 Minute),10/12/2014 0:16,0.98,1.09,6.33,12.30,3.08,0.34,1.97,0
Rolling Stdev (30 Minute),10/12/2014 0:17,1.01,1.04,6.35,12.24,3.06,0.34,1.90,0
Rolling Stdev (30 Minute),10/12/2014 0:18,1.02,1.10,6.29,12.26,3.06,0.33,2.00,0
Rolling Stdev (30 Minute),10/12/2014 0:19,1.05,1.06,6.29,12.33,3.05,0.33,1.92,0
Rolling Stdev (30 Minute),10/12/2014 0:20,0.99,1.06,5.97,11.91,3.02,0.30,1.93,0
Rolling Stdev (30 Minute),10/12/2014 0:21,1.04,1.03,6.10,11.91,3.11,0.31,1.87,0
Rolling Stdev (30 Minute),10/12/2014 0:22,1.04,1.05,6.08,11.88,3.15,0.31,1.91,0
Rolling Stdev (30 Minute),10/12/2014 0:23,1.07,1.02,6.16,11.73,3.06,0.30,1.85,0
Rolling Stdev (30 Minute),10/12/2014 0:24,1.07,1.03,6.25,11.71,3.15,0.31,1.87,0
Rolling Stdev (30 Minute),10/12/2014 0:25,1.03,1.05,6.52,11.47,3.17,0.31,1.91,0
Rolling Stdev (30 Minute),10/12/2014 0:26,1.05,1.08,6.44,11.16,3.11,0.30,1.96,0
Rolling Stdev (30 Minute),10/12/2014 0:27,1.04,1.05,6.30,10.75,3.06,0.30,1.91,0
Rolling Stdev (30 Minute),10/12/2014 0:28,1.04,1.10,6.33,10.54,3.08,0.30,2.00,0
Rolling Stdev (30 Minute),10/12/2014 0:29,1.04,1.12,6.39,10.55,3.11,0.30,2.04,0
Rolling Stdev (30 Minute),10/12/2014 0:30,1.00,1.13,6.37,10.40,3.25,0.30,2.05,0
Rolling Stdev (30 Minute),10/12/2014 0:31,1.02,1.12,6.34,10.13,3.17,0.29,2.03,0
Rolling Stdev (30 Minute),10/12/2014 0:32,1.04,1.10,6.38,10.50,3.20,0.30,2.01,0
Rolling Stdev (30 Minute),10/12/2014 0:33,1.07,1.09,6.59,10.46,3.10,0.31,1.99,0
Rolling Stdev (30 Minute),10/12/2014 0:34,1.03,1.07,6.77,10.64,3.13,0.31,1.94,0
Rolling Stdev (30 Minute),10/12/2014 0:35,1.07,1.08,6.77,9.88,3.17,0.30,1.96,0
Rolling Stdev (30 Minute),10/12/2014 0:36,1.04,1.07,6.51,10.18,3.24,0.30,1.94,0
Rolling Stdev (30 Minute),10/12/2014 0:37,0.99,1.01,6.47,10.42,3.33,0.30,1.84,0
Rolling Stdev (30 Minute),10/12/2014 0:38,0.97,1.06,6.37,10.28,3.33,0.30,1.93,0
Rolling Stdev (30 Minute),10/12/2014 0:39,0.98,1.04,6.37,9.93,3.40,0.28,1.90,0
Rolling Stdev (30 Minute),10/12/2014 0:40,0.98,1.04,6.27,10.35,3.37,0.28,1.89,0
Rolling Stdev (30 Minute),10/12/2014 0:41,1.03,1.00,5.98,10.11,3.16,0.28,1.82,0
Rolling Stdev (30 Minute),10/12/2014 0:42,1.07,1.05,5.99,10.54,3.27,0.27,1.91,0
Rolling Stdev (30 Minute),10/12/2014 0:43,1.10,1.08,5.83,10.25,3.31,0.25,1.97,0
Rolling Stdev (30 Minute),10/12/2014 0:44,1.11,1.07,5.67,9.88,3.26,0.25,1.95,0
Rolling Stdev (30 Minute),10/12/2014 0:45,1.17,1.13,5.87,9.82,3.26,0.26,2.06,0
Rolling Stdev (30 Minute),10/12/2014 0:46,1.19,1.18,6.27,10.11,3.22,0.29,2.14,0
Rolling Stdev (30 Minute),10/12/2014 0:47,1.15,1.18,6.25,10.08,3.19,0.29,2.14,0
Rolling Stdev (30 Minute),10/12/2014 0:48,1.18,1.17,6.34,10.11,3.29,0.29,2.13,0
Rolling Stdev (30 Minute),10/12/2014 0:49,1.16,1.16,6.35,10.70,3.47,0.30,2.12,0
Rolling Stdev (30 Minute),10/12/2014 0:50,1.16,1.17,6.37,10.72,3.38,0.31,2.12,0
Rolling Stdev (30 Minute),10/12/2014 0:51,1.14,1.18,6.17,10.64,3.22,0.30,2.14,0
Rolling Stdev (30 Minute),10/12/2014 0:52,1.14,1.21,6.19,11.11,3.25,0.30,2.19,0
Rolling Stdev (30 Minute),10/12/2014 0:53,1.12,1.21,6.11,11.48,3.23,0.30,2.20,0
Rolling Stdev (30 Minute),10/12/2014 0:54,1.15,1.17,6.15,11.56,3.01,0.30,2.14,0
Rolling Stdev (30 Minute),10/12/2014 0:55,1.16,1.16,5.86,11.57,3.07,0.29,2.12,0
Rolling Stdev (30 Minute),10/12/2014 0:56,1.13,1.13,5.86,11.35,3.14,0.29,2.05,0
Rolling Stdev (30 Minute),10/12/2014 0:57,1.15,1.18,5.79,11.29,3.10,0.29,2.15,0
Rolling Stdev (30 Minute),10/12/2014 0:58,1.15,1.18,5.70,11.46,3.23,0.29,2.14,0
Rolling Stdev (30 Minute),10/12/2014 0:59,1.19,1.17,5.66,11.51,3.25,0.29,2.12,0
Rolling Stdev (30 Minute),10/12/2014 1:00,1.20,1.18,5.88,11.85,3.21,0.30,2.15,0
Rolling Stdev (30 Minute),10/12/2014 1:01,1.25,1.20,5.83,11.46,3.26,0.29,2.19,0
Rolling Stdev (30 Minute),10/12/2014 1:02,1.26,1.20,5.88,10.99,3.23,0.28,2.18,0
Rolling Stdev (30 Minute),10/12/2014 1:03,1.22,1.20,5.78,11.31,3.34,0.27,2.18,0
Rolling Stdev (30 Minute),10/12/2014 1:04,1.22,1.19,5.78,11.19,3.53,0.27,2.17,0
Rolling Stdev (30 Minute),10/12/2014 1:05,1.21,1.21,5.57,11.56,3.46,0.27,2.20,0
Rolling Stdev (30 Minute),10/12/2014 1:06,1.23,1.23,5.73,11.24,3.39,0.27,2.23,0
Rolling Stdev (30 Minute),10/12/2014 1:07,1.25,1.23,5.52,10.58,3.39,0.27,2.23,0
